"Kaupunginosa","Postinumero","Huoneisto","Talotyyppi","Asuinala","Huoneita","Velaton_hinta","Neliöhinta","Rakennusvuosi","Hissi","Kunto","Tontti","Energialuokka","Kerroksia","Kerrosnumero","Keskustaetäisyys_km"
"Pitäjänmäki","00370","2h, avok., kph,...","kt",37,2,177900,4744,2019,"on","hyvä","vuokra","C",8,2,7.66741130040012
"Pitäjänmäki","00370","2h,kt,lasitettu...","kt",39,2,185000,4684,2019,"on","hyvä","vuokra","C",9,3,7.66741130040012
"Pitäjänmäki","00370","2h, k, kph, las...","kt",52,2,138500,2663,1973,"on","tyyd.","oma","G",8,1,7.66741130040012
"Pitäjänmäki","00370","3h+k+kph+sauna+...","kt",72,3,180000,2483,1980,"on","hyvä","oma","E",6,3,7.66741130040012
"Pitäjänmäki","00370","3h+k","kt",74,3,185000,2500,1973,"on","tyyd.","oma","E",6,3,7.66741130040012
"Pitäjänmäki","00370","3h, avok, kph, ...","kt",67,3,292000,4326,2019,"on","hyvä","vuokra","C",8,4,7.66741130040012
"Reimarla","00370","3h+k+kph+s+vh+p","kt",79,3,290000,3648,1973,"on","hyvä","oma","D",6,2,7.66741130040012
"Reimarla","00370","3h, k, kph, s, ...","kt",72,3,168000,2317,1980,"on","tyyd.","oma","E",6,6,7.66741130040012
"Pitäjänmäki","00370","3h, k, kph, vh,...","kt",62,3,177500,2840,1974,"on","tyyd.","oma","D",5,4,7.66741130040012
"Konala","00390","1h+kk","kt",22,1,92500,4205,1964,"ei","tyyd.","oma","D",3,2,9.23373986753464
"Konala","00390","1h+k+kph+las.parv","kt",31,1,111000,3581,1962,"ei","hyvä","oma","D",4,4,9.23373986753464
"Konala","00390","1 h+kk+parveke","kt",27,1,115000,4259,1970,"on","hyvä","oma","D",4,2,9.23373986753464
"Konala","00390","1 h, kt, kph, l...","kt",29,1,172500,5948,2018,"on","hyvä","oma","C",5,3,9.23373986753464
"Konala","00390","1h, alkovi, kk,...","kt",31,1,108500,3500,1962,"ei","tyyd.","oma","F",4,2,9.23373986753464
"Konala","00390","2h, k, kph, las...","kt",49,2,152000,3102,1969,"on","hyvä","oma","G",4,1,9.23373986753464
"Konala","00390","2h, k, kph, vh,...","kt",54,2,150000,2778,1968,"on","tyyd.","oma","F",4,2,9.23373986753464
"Konala","00390","2h, k, kph/s, l...","kt",55,2,225000,4054,1993,"on","hyvä","oma","D",4,1,9.23373986753464
"Konala","00390","2 h, avokeitti&...","kt",43,2,166000,3816,1962,"ei","hyvä","oma","D",4,3,9.23373986753464
"Konala","00390","2h+k+kph+lasite...","kt",49,2,90000,1837,1972,"on","tyyd.","oma","G",4,2,9.23373986753464
"Konala","00390","2 h, k, kph, vh...","kt",50,2,103000,2060,1964,"ei","huono","oma","E",3,1,9.23373986753464
"Konala","00390","3h+k+kph+2vh+la...","kt",60,3,229000,3817,1963,"on","hyvä","oma","D",5,5,9.23373986753464
"Konala","00390","3h,avok.,kph,s,...","kt",65,3,310000,4733,2021,"on","hyvä","oma","B",7,3,9.23373986753464
"Konala","00390","3h+kt+s","kt",81,3,320000,3951,2017,"on","hyvä","oma","C",4,3,9.23373986753464
"Konala","00390","3h, k, kph","kt",68,3,179000,2613,1968,"ei","hyvä","oma","D",3,2,9.23373986753464
"Konala","00390","3h,k,kph,las.parv","kt",68,3,225500,3316,1963,"on","hyvä","oma","F",4,2,9.23373986753464
"Pohjois-haaga","00400","1h+kk+kh","kt",29,1,103000,3552,1956,"ei","tyyd.","vuokra","E",3,3,6.76305279707767
"Pohjois-haaga","00400","1h+k+vh+kph+p","kt",32,1,155000,4844,1972,"on","tyyd.","oma","D",6,5,6.76305279707767
"Pohjois-haaga","00400","1h, kk, kph","kt",27,1,110000,4074,1958,"ei","huono","vuokra","E",4,2,6.76305279707767
"Pohjois-haaga","00400","1h+kk","kt",32,1,139000,4344,1972,"on","tyyd.","oma","D",6,4,6.76305279707767
"Pohjois-haaga","00400","1h, kk, kph","kt",23,1,114000,4851,1956,"on","tyyd.","oma","E",10,5,6.76305279707767
"Pohjois-haaga","00400","2h, k, kh ja la...","kt",52,2,190000,3654,1956,"ei","tyyd.","vuokra","E",3,3,6.76305279707767
"Haaga","00400","2h+kk","kt",43,2,232000,5333,1953,"ei","hyvä","oma","E",3,2,6.76305279707767
"Pohjois-haaga","00400","2 h, k, kph, p ...","kt",51,2,201000,3888,1954,"ei","tyyd.","oma","D",4,3,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, las...","kt",60,2,255000,4250,1972,"on","tyyd.","oma","D",6,6,6.76305279707767
"Pohjois-haaga","00400","2 h+k","kt",48,2,168000,3500,1954,"ei","tyyd.","vuokra","D",3,3,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, las...","kt",52,2,210646,4012,1959,"ei","tyyd.","oma","E",4,2,6.76305279707767
"Pohjois-haaga","00400","2 h, kk, kph, p...","kt",42,2,170323,4055,1954,"ei","tyyd.","vuokra","F",4,4,6.76305279707767
"Pohjois-haaga","00400","2 h, k, p (yj. ...","kt",44,2,220000,5000,1952,"ei","hyvä","oma","F",4,4,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, vh,...","kt",47,2,225000,4787,1956,"on","hyvä","oma","E",10,6,6.76305279707767
"Pohjois-haaga","00400","2h, kk, kph, vh...","kt",42,2,170000,4000,1954,"ei","tyyd.","vuokra","E",4,3,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, las...","kt",59,2,242000,4102,1972,"on","hyvä","oma","D",6,2,6.76305279707767
"Pohjois-haaga","00400","2 h, k (yj muka...","kt",43,2,203000,4667,1957,"ei","hyvä","oma","E",4,4,6.76305279707767
"Pohjois-haaga","00400","2h+k+kph+parv y...","kt",50,2,195000,3900,1954,"ei","hyvä","vuokra","D",3,1,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, vh, p","kt",47,2,189000,4021,1956,"on","tyyd.","oma","E",10,5,6.76305279707767
"Pohjois-haaga","00400","2h,k,kph,vh,s,p","kt",56,2,253000,4478,2009,"on","hyvä","vuokra","D",4,3,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, par...","kt",60,2,230000,3833,1972,"on","tyyd.","oma","D",6,4,6.76305279707767
"Haaga","00400","2h, k, kph, las...","kt",53,2,220000,4151,2005,"on","hyvä","vuokra","E",4,3,6.76305279707767
"Haaga","00400","2h, k, kph/wc","kt",48,2,152000,3167,1954,"on","huono","vuokra","G",6,1,6.76305279707767
"Pohjois-haaga","00400","2h+k","kt",50,2,155000,3100,1954,"ei","tyyd.","vuokra","D",4,2,6.76305279707767
"Pohjois-haaga","00400","2 h, kk, vh (yj...","kt",35,2,160000,4571,1956,"on","tyyd.","oma","E",10,2,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, vh,...","kt",48,2,221000,4604,1956,"ei","tyyd.","vuokra","E",3,3,6.76305279707767
"Pohjois-haaga","00400","2h+kk","kt",44,2,103000,2309,1973,"on","hyvä","vuokra","D",6,4,6.76305279707767
"Pohjois-haaga","00400","2h, k, kph, las...","kt",56,2,205000,3661,1955,"ei","hyvä","oma","E",3,2,6.76305279707767
"Pohjois-haaga","00400","2h+kk","kt",45,2,96000,2133,1973,"on","tyyd.","vuokra","D",6,6,6.76305279707767
"Pohjois-haaga","00400","2h, kk, kph","kt",34,2,150000,4412,1954,"on","tyyd.","oma","F",7,3,6.76305279707767
"Pohjois-haaga","00400","3h, k, kph, sau...","kt",72,3,275000,3819,2010,"on","hyvä","vuokra","D",4,1,6.76305279707767
"Pohjois-haaga","00400","3h, k, kph ja l...","kt",66,3,300000,4545,1956,"on","hyvä","oma","E",10,8,6.76305279707767
"Haaga","00400","3h, k, kph, par...","kt",73,3,357000,4890,1953,"ei","hyvä","oma","E",3,3,6.76305279707767
"Haaga","00400","2-3h, k, vh, kp...","kt",52,3,230000,4423,1955,"ei","tyyd.","oma","F",4,4,6.76305279707767
"Haaga","00400","3h+k+ak","kt",81,3,328000,4025,1972,"ei","hyvä","oma","D",3,1,6.76305279707767
"Pohjois-haaga","00400","3h+k+ak","kt",82,3,297000,3622,1972,"ei","hyvä","oma","D",3,3,6.76305279707767
"Pohjois-haaga","00400","3h, k, kph, eri...","kt",74,3,330000,4430,1972,"on","hyvä","oma","D",6,4,6.76305279707767
"Pohjois-haaga","00400","3h, k, kph, vh ...","kt",62,3,315000,5081,1957,"ei","hyvä","oma","E",4,1,6.76305279707767
"Pohjois-haaga","00400","3h, avokeitti...","kt",50,3,256000,5069,1955,"on","hyvä","oma","D",7,2,6.76305279707767
"Pohjois-haaga","00400","3h+k+kph+lasit.p","kt",70,3,285000,4071,1956,"on","tyyd.","oma","E",10,8,6.76305279707767
"Pohjois-haaga","00400","3h, k, kph, las...","kt",71,3,203000,2839,1973,"on","hyvä","vuokra","D",6,3,6.76305279707767
"Pohjois-haaga","00400","3h, k, kph, vh, p","kt",66,3,288000,4364,1956,"on","tyyd.","oma","E",10,8,6.76305279707767
"Pohjois-haaga","00400","3h, k","kt",71,3,280000,3944,1955,"ei","hyvä","oma","E",3,2,6.76305279707767
"Pohjois-haaga","00400","3 h, k, rt, wc,...","kt",81,3,297000,3644,1972,"ei","tyyd.","oma","D",3,2,6.76305279707767
"Pohjois-haaga","00400","3h, kk, kph, p","kt",56,3,270000,4821,1956,"ei","tyyd.","vuokra","E",3,1,6.76305279707767
"Pohjois-haaga","00400","3h, k, kph/wc, ...","kt",62,3,225000,3629,1957,"ei","tyyd.","oma","G",3,1,6.76305279707767
"Pohjois-haaga","00400","4h, k, kph, par...","kt",78,4,318000,4077,1954,"on","hyvä","vuokra","F",6,5,6.76305279707767
"Pohjois-haaga","00400","4 h, k, kh/wc, ...","kt",83,4,260000,3114,1959,"ei","tyyd.","oma","E",4,2,6.76305279707767
"Haaga","00400","4h,k,kph, parveke","kt",85,4,345000,4059,1954,"ei","tyyd.","oma","E",3,1,6.76305279707767
"Kannelmäki","00420","1h, kk ja kph","kt",24,1,82000,3347,1961,"ei","huono","oma","D",3,3,8.60447020277791
"Kannelmäki","00420","1h+kk","kt",25,1,112000,4480,1962,"ei","hyvä","oma","F",3,1,8.60447020277791
"Kannelmäki","00420","1h+kk","kt",30,1,120000,4000,1960,"ei","hyvä","oma","E",4,3,8.60447020277791
"Kannelmäki","00420","1 h+ kk","kt",32,1,119000,3719,1960,"ei","hyvä","oma","E",3,1,8.60447020277791
"Kannelmäki","00420","1h,avok,kph,s,l...","kt",35,1,80100,2256,1981,"on","tyyd.","oma","D",5,2,8.60447020277791
"Kannelmäki","00420","1h, k, kph","kt",24,1,104000,4333,1959,"ei","hyvä","vuokra","E",3,2,8.60447020277791
"Kannelmäki","00420","1h, k, kph ja r...","kt",29,1,94000,3241,1959,"ei","hyvä","vuokra","C",4,4,8.60447020277791
"Kannelmäki","00420","2h,k,kph,s, las...","kt",59,2,135000,2288,1991,"ei","tyyd.","vuokra","F",3,3,8.60447020277791
"Kannelmäki","00420","2h + kk + kph","kt",38,2,149000,3921,1962,"ei","hyvä","oma","D",3,2,8.60447020277791
"Kannelmäki","00420","2h+k+rt+parveke","kt",61,2,183000,2976,1959,"ei","tyyd.","vuokra","C",4,3,8.60447020277791
"Kannelmäki","00420","2h, kk, kph, vh...","kt",51,2,154000,2990,1976,"on","hyvä","vuokra","C",4,1,8.60447020277791
"Kannelmäki","00420","2h+k+vh+kph+p","kt",56,2,130000,2321,1976,"ei","hyvä","vuokra","F",3,3,8.60447020277791
"Kannelmäki","00420","2h + k + vh + l...","kt",51,2,159000,3118,1961,"ei","hyvä","vuokra","E",4,1,8.60447020277791
"Kannelmäki","00420","2h, kk, kph ja ...","kt",42,2,120000,2857,1962,"ei","tyyd.","oma","F",3,1,8.60447020277791
"Kannelmäki","00420","2h, kk, s, las....","kt",44,2,178000,4045,2005,"on","hyvä","oma","F",7,1,8.60447020277791
"Kannelmäki","00420","2h, kk, kph ja ...","kt",43,2,140000,3256,1960,"ei","tyyd.","oma","E",4,1,8.60447020277791
"Kannelmäki","00420","2h+k+vh","kt",40,2,144000,3556,1960,"on","hyvä","oma","C",4,4,8.60447020277791
"Kannelmäki","00420","2h, kk, kph ja ...","kt",43,2,148000,3442,1960,"ei","hyvä","oma","E",3,2,8.60447020277791
"Kannelmäki","00420","2h, k, kph ja l...","kt",48,2,144000,3000,1958,"ei","hyvä","vuokra","E",3,1,8.60447020277791
"Kannelmäki","00420","2h, k, vh, kph ...","kt",51,2,152000,2980,1961,"ei","tyyd.","vuokra","E",4,2,8.60447020277791
"Kannelmäki","00420","2 h, k, kph, vh...","kt",54,2,100000,1835,1977,"ei","huono","vuokra","E",3,3,8.60447020277791
"Kannelmäki","00420","2h+kk","kt",51,2,157000,3049,1976,"on","tyyd.","vuokra","D",3,3,8.60447020277791
"Kannelmäki","00420","2 h, k, kh/wc, ...","kt",55,2,69500,1264,1974,"on","tyyd.","vuokra","E",5,5,8.60447020277791
"Kannelmäki","00420","2h, k, vh, kph ...","kt",48,2,146000,3004,1960,"ei","hyvä","vuokra","E",4,3,8.60447020277791
"Kannelmäki","00420","2-3h+kk","kt",56,2,120000,2143,1960,"ei","tyyd.","vuokra","E",3,3,8.60447020277791
"Kannelmäki","00420","2h, k, et, kph,...","kt",55,2,60000,1081,1973,"on","tyyd.","vuokra","D",3,2,8.60447020277791
"Kannelmäki","00420","2h, k, kph, iso...","kt",53,2,177000,3308,1981,"on","hyvä","oma","D",6,4,8.60447020277791
"Kannelmäki","00420","2h,k,kph,parvek","kt",55,2,129000,2324,1973,"on","tyyd.","vuokra","D",4,2,8.60447020277791
"Kannelmäki","00420","2h, avok, kph","kt",40,2,175000,4375,2013,"on","hyvä","oma","D",4,2,8.60447020277791
"Kannelmäki","00420","2h+kk+kph+lasit...","kt",45,2,160000,3501,1959,"on","hyvä","oma","E",8,7,8.60447020277791
"Kannelmäki","00420","2h+kk+s+parv. (...","kt",48,2,152000,3167,2000,"on","tyyd.","vuokra","D",5,4,8.60447020277791
"Kannelmäki","00420","3h, k, kph, las...","kt",60,3,165500,2758,1958,"ei","tyyd.","vuokra","E",3,2,8.60447020277791
"Kannelmäki","00420","3h, k, kph, vh ...","kt",60,3,204500,3386,1960,"ei","hyvä","vuokra","E",4,3,8.60447020277791
"Kannelmäki","00420","3 h, k, kph, wc...","kt",77,3,90000,1161,1975,"ei","huono","vuokra","D",3,2,8.60447020277791
"Kannelmäki","00420","3 h, k, kph, sa...","kt",71,3,217000,3035,2000,"on","tyyd.","vuokra","D",5,2,8.60447020277791
"Kannelmäki","00420","3h + k + kph + ...","kt",69,3,183000,2633,1961,"ei","tyyd.","vuokra","E",4,4,8.60447020277791
"Kannelmäki","00420","3h, k, vh, kph ...","kt",76,3,80000,1053,1974,"ei","tyyd.","vuokra","E",3,1,8.60447020277791
"Kannelmäki","00420","3h, k, kph ja p...","kt",64,3,100000,1550,1961,"ei","huono","oma","D",3,3,8.60447020277791
"Kannelmäki","00420","3h+k+kph+et+las...","kt",69,3,226000,3252,1961,"ei","hyvä","vuokra","E",4,2,8.60447020277791
"Kannelmäki","00420","3h, k, kph ja l...","kt",73,3,175000,2381,1977,"ei","tyyd.","vuokra","C",3,2,8.60447020277791
"Kannelmäki","00420","3h+k","kt",77,3,225000,2903,1976,"on","tyyd.","vuokra","D",5,3,8.60447020277791
"Kannelmäki","00420","3 h, k, lasitet...","kt",57,3,192000,3339,1962,"ei","hyvä","oma","F",3,1,8.60447020277791
"Kannelmäki","00420","3h, k, kph, las...","kt",74,3,97000,1302,1974,"on","huono","vuokra","E",5,4,8.60447020277791
"Kannelmäki","00420","3h+k+kph+lasite...","kt",72,3,210000,2917,1976,"on","tyyd.","oma","C",6,5,8.60447020277791
"Kannelmäki","00420","3h, avok, kph, ...","kt",66,3,115000,1742,1978,"on","tyyd.","vuokra","E",4,3,8.60447020277791
"Kannelmäki","00420","3h, avokeitti...","kt",60,3,196000,3245,1960,"ei","hyvä","vuokra","E",4,1,8.60447020277791
"Kannelmäki","00420","3h+ak+s","kt",61,3,274000,4492,2013,"on","hyvä","oma","D",5,3,8.60447020277791
"Kannelmäki","00420","3h, k, kph ja l...","kt",69,3,174500,2511,1961,"ei","tyyd.","vuokra","F",3,2,8.60447020277791
"Lassila","00440","1h, alkovi, kk,...","kt",28,1,132000,4714,1979,"ei","hyvä","oma","D",4,2,7.90026273379079
"Lassila","00440","1h, kk, kph, al...","kt",31,1,118000,3806,1982,"on","tyyd.","oma","D",4,4,7.90026273379079
"Lassila","00440","1h, kk, kph, p","kt",31,1,120000,3871,1980,"on","tyyd.","oma","E",6,5,7.90026273379079
"Lassila","00440","2 h, k, kh/wc, ...","kt",48,2,183000,3813,1985,"ei","hyvä","oma","F",3,3,7.90026273379079
"Lassila","00440","2 h, k (yj. 2h+k)","kt",54,2,145000,2685,1984,"ei","tyyd.","oma","E",3,1,7.90026273379079
"Pohjois-haaga","00440","2h+k+kph+s+lasi...","kt",56,2,175000,3125,1984,"on","hyvä","oma","D",5,5,7.90026273379079
"Lassila","00440","2 h, avokeitti&...","kt",44,2,250000,5682,2016,"on","hyvä","oma","C",5,3,7.90026273379079
"Lassila","00440","2h, kk, kph, piha","kt",44,2,196000,4455,1983,"ei","hyvä","oma","E",2,1,7.90026273379079
"Lassila","00440","2h, k, lasitett...","kt",59,2,190000,3220,1981,"ei","tyyd.","vuokra","D",6,3,7.90026273379079
"Lassila","00440","2h, kk, kph, vh...","kt",49,2,172915,3493,1978,"on","tyyd.","vuokra","C",6,5,7.90026273379079
"Lassila","00440","2h, k, kph, par...","kt",54,2,145000,2685,1984,"ei","hyvä","oma","F",3,2,7.90026273379079
"Lassila","00440","2h, k, kph, vh ...","kt",60,2,167000,2783,1978,"on","hyvä","vuokra","C",7,1,7.90026273379079
"Lassila","00440","3h, avokeitti...","kt",69,3,265000,3841,1985,"ei","hyvä","oma","F",3,2,7.90026273379079
"Lassila","00440","3h, k, kph,v s,...","kt",69,3,215000,3116,1985,"ei","tyyd.","oma","F",3,3,7.90026273379079
"Lassila","00440","3h+kt+s","kt",70,3,352000,5029,2025,"on","hyvä","oma","B",5,1,7.90026273379079
"Lassila","00440","3h, k, kph, s, ...","kt",74,3,267000,3584,1981,"ei","hyvä","oma","D",4,4,7.90026273379079
"Lassila","00440","3h, avok, kph, ...","kt",58,3,220000,3761,1983,"ei","hyvä","oma","E",3,2,7.90026273379079
"Lassila","00440","5h + k + sauna ...","kt",107,4,378000,3533,1980,"ei","hyvä","oma","F",4,1,7.90026273379079
"Lassila","00440","5h+k+kph+s+eril...","kt",114,4,335000,2939,1990,"ei","tyyd.","oma","F",3,1,7.90026273379079
"Lassila","00440","4h, k, kph, eri...","kt",85,4,255000,3000,1980,"on","hyvä","vuokra","E",6,4,7.90026273379079
"Harju","00500","1h, kk, kph","kt",29,1,138000,4759,1936,"on","tyyd.","oma","F",6,6,2.39151168673918
"Harju","00500","1h+kk+kph","kt",21,1,104000,4952,1937,"on","huono","oma","D",6,4,2.39151168673918
"Kallio","00500","1h, avok, kph","kt",27,1,110000,4029,1927,"on","hyvä","oma","E",6,4,2.39151168673918
"Kallio","00500","1h, kk, wc/suihku","kt",20,1,110000,5500,1927,"on","tyyd.","oma","F",7,7,2.39151168673918
"Kallio","00500","1h+kk+kph","kt",26,1,162000,6231,1936,"ei","hyvä","oma","G",4,4,2.39151168673918
"Harju","00500","1 h, avok, kph ...","kt",15,1,99000,6600,1932,"on","tyyd.","oma","E",7,5,2.39151168673918
"Kallio","00500","1h+kk+kph","kt",17,1,122000,7176,1937,"on","hyvä","oma","E",5,3,2.39151168673918
"Kallio","00500","1h, k, alkovi, kph","kt",33,1,185000,5606,1932,"on","hyvä","oma","E",7,3,2.39151168673918
"Kallio","00500","1h, avok, kph","kt",31,1,157000,5065,1936,"on","hyvä","oma","G",6,5,2.39151168673918
"Kallio","00500","1h+alkovi+k+kph","kt",42,1,185000,4405,1929,"on","tyyd.","oma","F",6,3,2.39151168673918
"Harju","00500","1h+kk+kph+et (Y...","kt",22,1,95000,4318,1936,"on","huono","oma","D",6,6,2.39151168673918
"Kallio","00500","1h,kk,kph","kt",31,1,176000,5552,1929,"on","tyyd.","oma","F",7,3,2.39151168673918
"Sörnäinen","00500","1h, wc, kph, kk","kt",25,1,158500,6340,1927,"on","tyyd.","oma","E",6,5,2.39151168673918
"Kallio","00500","1h, avok","kt",24,1,143000,5885,1911,"ei","hyvä","oma","D",4,3,2.39151168673918
"Kallio","00500","1h, kk, kph","kt",20,1,110000,5500,1937,"on","tyyd.","oma","E",7,6,2.39151168673918
"Sörnäinen","00500","1h, kk, kph, pa...","kt",23,1,128000,5517,1913,"on","huono","oma","E",6,2,2.39151168673918
"Kallio","00500","1h+avok+kph","kt",23,1,132500,5711,1929,"on","hyvä","oma","D",4,2,2.39151168673918
"Kallio","00500","1h+kk+kph","kt",31,1,140000,4516,1926,"on","tyyd.","oma","E",6,6,2.39151168673918
"Sörnäinen","00500","1h+k+alkovi+kph...","kt",40,1,170800,4270,1935,"on","tyyd.","oma","E",8,7,2.39151168673918
"Sörnäinen","00500","1h, kk, kph (yj...","kt",28,1,150500,5318,1961,"ei","tyyd.","oma","F",8,6,2.39151168673918
"Harju","00500","1h+kk+kph","kt",30,1,176000,5867,1960,"on","hyvä","oma","F",8,4,2.39151168673918
"Kallio","00500","1h+k+alk","kt",42,1,183000,4357,1931,"on","tyyd.","oma","F",6,2,2.39151168673918
"Harju","00500","1h+k+kph","kt",21,1,156000,7429,1938,"on","hyvä","oma","F",6,6,2.39151168673918
"Kallio","00500","1h+kk+kh","kt",43,1,243000,5651,1929,"ei","hyvä","oma","E",4,2,2.39151168673918
"Harju","00500","1h, avok, kph, ...","kt",26,1,165000,6134,1911,"ei","hyvä","oma","D",4,2,2.39151168673918
"Sörnäinen","00500","1h, k, kph ja a...","kt",32,1,187000,5844,1938,"on","tyyd.","oma","E",7,5,2.39151168673918
"Harju","00500","1h,avok,kph","kt",25,1,181000,7183,1908,"ei","hyvä","oma","D",5,2,2.39151168673918
"Torkkelinmäki","00500","1h, alk, k, kph","kt",39,1,257000,6556,1928,"on","hyvä","oma","D",7,2,2.39151168673918
"Sörnäinen","00500","1h+kk+kph","kt",18,1,108000,5902,1938,"on","hyvä","oma","F",7,1,2.39151168673918
"Kallio","00500","1h+avok+kph","kt",19,1,130200,6853,1911,"ei","huono","oma","D",4,2,2.39151168673918
"Kallio","00500","1h, kk, kph","kt",30,1,157000,5233,1936,"on","tyyd.","oma","G",6,3,2.39151168673918
"Kallio","00500","1h+kph+kh+alkovi","kt",30,1,162000,5400,1937,"on","tyyd.","oma","G",6,3,2.39151168673918
"Kallio","00500","empty","kt",21,1,109000,5190,1926,"on","tyyd.","oma","E",7,6,2.39151168673918
"Kallio","00500","1h+avok.+kph","kt",29,1,169625,5849,1928,"on","hyvä","oma","F",6,6,2.39151168673918
"Kallio","00500","1 h+avokeitti...","kt",31,1,190000,6129,1937,"on","hyvä","oma","F",6,4,2.39151168673918
"Kallio","00500","1h+kk","kt",18,1,100000,5556,1936,"on","huono","oma","E",4,2,2.39151168673918
"Sörnäinen","00500","1h, kk, kph","kt",28,1,155000,5477,1961,"on","tyyd.","oma","F",8,6,2.39151168673918
"Sörnäinen","00500","1h, kk","kt",26,1,165000,6346,1927,"on","hyvä","oma","E",7,5,2.39151168673918
"Kallio","00500","1h, ks","kt",25,1,90000,3529,1935,"on","huono","oma","E",8,3,2.39151168673918
"Kallio","00500","1h, kk, kph","kt",26,1,120000,4615,1928,"on","hyvä","oma","D",7,7,2.39151168673918
"Lintulahti","00500","2h, avok, kph, ...","kt",40,2,230000,5679,2000,"on","hyvä","oma","D",12,7,2.39151168673918
"Harju","00500","2h+k+kph+lasite...","kt",50,2,260000,5149,1966,"on","hyvä","oma","C",7,3,2.39151168673918
"Sörnäinen","00500","2h, k, kph, wc","kt",48,2,255000,5258,1927,"on","hyvä","oma","F",7,4,2.39151168673918
"Kallio","00500","2 h+kk+kph","kt",44,2,180000,4091,1961,"on","tyyd.","oma","E",7,2,2.39151168673918
"Sörnäinen","00500","2h, avok, kph, wc","kt",46,2,192000,4174,1927,"on","tyyd.","oma","E",7,4,2.39151168673918
"Harju","00500","2h+k+kph","kt",50,2,205000,4059,1937,"on","tyyd.","oma","G",7,3,2.39151168673918
"Kallio","00500","2h, avok, kph","kt",53,2,202000,3776,1929,"on","hyvä","oma","F",6,1,2.39151168673918
"Alppiharju","00500","2h, k, kph (Yj:...","kt",39,2,205000,5256,1955,"on","tyyd.","oma","E",6,6,2.39151168673918
"Sörnäinen","00500","2h, avok, kph","kt",53,2,249000,4654,1938,"on","hyvä","oma","F",6,5,2.39151168673918
"Kallio","00500","2h, kk","kt",61,2,240000,3934,1938,"on","huono","oma","F",6,5,2.39151168673918
"Sörnäinen","00500","2h+k","kt",42,2,238000,5667,1963,"on","hyvä","oma","F",8,5,2.39151168673918
"Kallio","00500","2h, avok, alk, ...","kt",63,2,240000,3810,1938,"on","tyyd.","oma","D",6,5,2.39151168673918
"Kallio","00500","2h+avok+alkovi+kph","kt",51,2,240000,4706,1928,"on","tyyd.","oma","C",7,4,2.39151168673918
"Kallio","00500","2h, avok, kph, ...","kt",48,2,305000,6289,1961,"on","hyvä","oma","E",8,7,2.39151168673918
"Kallio","00500","2h+k+kph","kt",50,2,271000,5366,1928,"on","hyvä","oma","C",6,4,2.39151168673918
"Kallio","00500","2h, k, halli, kph","kt",50,2,260000,5200,1930,"on","tyyd.","oma","E",6,4,2.39151168673918
"Sörnäinen","00500","2h + avok. + kp...","kt",45,2,230000,5111,1928,"on","hyvä","oma","D",7,6,2.39151168673918
"Harju","00500","2h, avok, kph, ...","kt",48,2,256000,5278,1961,"on","hyvä","oma","E",8,6,2.39151168673918
"Kallio","00500","2h, k, eteinen,...","kt",38,2,230000,6053,1938,"on","hyvä","oma","F",6,2,2.39151168673918
"Harju","00500","2h, k, kph, s, ...","kt",62,2,275000,4435,1995,"on","tyyd.","oma","D",7,3,2.39151168673918
"Kallio","00500","2h+k+alkovi+kph","kt",50,2,215000,4300,1930,"on","tyyd.","oma","E",6,3,2.39151168673918
"Alppiharju","00500","2h+k+kph+vh+p","kt",55,2,258000,4691,1964,"on","tyyd.","oma","E",6,3,2.39151168673918
"Kallio","00500","2h + avok. + kp...","kt",51,2,215000,4216,1984,"on","tyyd.","oma","E",8,6,2.39151168673918
"Kallio","00500","3h, kk, kph, et","kt",62,3,200000,3226,1937,"on","tyyd.","oma","C",6,4,2.39151168673918
"Sörnäinen","00500","3-4h, avok, par...","kt",94,3,540000,5745,1937,"on","hyvä","oma","E",8,8,2.39151168673918
"Sörnäinen","00500","3h+kk+s","kt",81,3,395000,4877,1939,"on","tyyd.","oma","E",8,2,2.39151168673918
"Sörnäinen","00500","3h+avokeitti...","kt",59,3,290000,4915,1972,"on","hyvä","oma","G",6,1,2.39151168673918
"Sörnäinen","00500","3h+k+kph/s+wc+l...","kt",77,3,428000,5523,2002,"on","hyvä","oma","F",9,4,2.39151168673918
"Alppiharju","00510","1 huone, keitto...","kt",29,1,199000,6746,1961,"on","hyvä","oma","D",10,8,2.58084595309704
"Alppila","00510","1h+avok.+alk.+k...","kt",39,1,227500,5833,1920,"on","hyvä","oma","F",7,6,2.58084595309704
"Alppila","00510","1h+k","kt",42,1,248000,5905,1958,"on","hyvä","oma","F",7,6,2.58084595309704
"Kallio","00510","1h+k","kt",44,1,237129,5389,1926,"on","hyvä","oma","E",6,5,2.58084595309704
"Alppiharju","00510","1h, kk, alkovi,...","kt",29,1,170000,5763,1961,"on","hyvä","oma","D",9,1,2.58084595309704
"Alppila","00510","1h+k+alk+kph","kt",39,1,236000,6051,1920,"on","hyvä","oma","F",7,5,2.58084595309704
