"Kaupunginosa","Postinumero","Huoneisto","Talotyyppi","Asuinala","Huoneita","Velaton_hinta","Neliöhinta","Rakennusvuosi","Hissi","Kunto","Tontti","Energialuokka","Kerroksia","Kerrosnumero","Keskustaetäisyys_km"
"Alppiharju","00510","1h, kk, kph, vh","kt",31,1,160000,5161,1961,"on","huono","oma","D",8,6,2.58084595309704
"Alppila","00510","1h + kk + kph  ...","kt",31,1,120000,3871,1936,"ei","huono","oma","F",6,4,2.58084595309704
"Kallio","00510","1h+kk+kph","kt",32,1,170000,5296,1927,"on","tyyd.","oma","E",7,6,2.58084595309704
"Vallila","00510","1h,k,kph","kt",26,1,147000,5654,1961,"on","tyyd.","oma","D",8,3,2.58084595309704
"Kallio","00510","1h+k+kph+alkovi","kt",43,1,245000,5671,1926,"on","tyyd.","oma","E",6,6,2.58084595309704
"Vallila","00510","1h, k, kph, eri...","kt",32,1,190000,5901,1939,"ei","hyvä","oma","E",4,4,2.58084595309704
"Alppiharju","00510","1h+k+kph+s+lasi...","kt",29,1,151000,5119,1985,"on","tyyd.","oma","D",7,3,2.58084595309704
"Kallio","00510","1h, avokeitti...","kt",29,1,200000,6780,1961,"on","hyvä","oma","D",10,9,2.58084595309704
"Alppiharju","00510","1 huone, keitto...","kt",29,1,149000,5138,1947,"on","tyyd.","oma","D",6,2,2.58084595309704
"Alppila","00510","1 h + k","kt",33,1,188000,5612,1928,"ei","hyvä","oma","E",5,4,2.58084595309704
"Alppiharju","00510","1h, kk, kph","kt",21,1,135000,6429,1939,"on","tyyd.","oma","F",7,5,2.58084595309704
"Alppila","00510","1h+avokeitti...","kt",24,1,142000,5917,1959,"ei","hyvä","oma","G",4,4,2.58084595309704
"Alppiharju","00510","1h+alkovi+kk+kp...","kt",29,1,170000,5763,1963,"on","tyyd.","oma","G",7,2,2.58084595309704
"Alppiharju","00510","1 h+avok.+kph+p.","kt",22,1,148500,6750,1946,"on","hyvä","oma","D",6,2,2.58084595309704
"Alppila","00510","1h,kk,p,vh","kt",21,1,130000,6190,1961,"ei","huono","oma","G",4,4,2.58084595309704
"Alppiharju","00510","1-2h, k, et, kph","kt",48,1,320000,6598,1912,"on","hyvä","oma","D",6,2,2.58084595309704
"Kallio","00510","1h+avok+alkovi+kph","kt",35,1,165000,4714,1951,"on","tyyd.","oma","G",6,1,2.58084595309704
"Alppiharju","00510","1 h+kk+kph+las....","kt",29,1,195000,6610,1961,"on","hyvä","oma","G",9,6,2.58084595309704
"Alppila","00510","1h+kk+wc","kt",25,1,153500,6020,1936,"ei","hyvä","oma","F",5,3,2.58084595309704
"Vallila","00510","1h+alk.","kt",28,1,125000,4464,1928,"ei","huono","oma","F",4,3,2.58084595309704
"Alppiharju","00510","1h, kk, kph","kt",24,1,150000,6122,1936,"ei","tyyd.","oma","F",4,4,2.58084595309704
"Alppila","00510","1h+kk","kt",29,1,199000,6746,1961,"on","hyvä","oma","G",9,8,2.58084595309704
"Alppila","00510","1h+k+kph","kt",38,1,217500,5724,1952,"ei","tyyd.","oma","D",4,3,2.58084595309704
"Kallio","00510","1h+alkovi+kk+kph","kt",26,1,188000,7231,1913,"ei","hyvä","oma","E",6,2,2.58084595309704
"Alppila","00510","1H+K+ALK","kt",31,1,219000,7065,1920,"on","hyvä","oma","F",7,7,2.58084595309704
"Kallio","00510","1h+alkovi+kk+kp...","kt",29,1,152000,5153,1961,"on","tyyd.","oma","G",9,5,2.58084595309704
"Alppila","00510","1h+avok+alkovi+...","kt",29,1,160000,5424,1961,"on","tyyd.","oma","G",9,6,2.58084595309704
"Alppila","00510","1h,kk","kt",22,1,137000,6227,1931,"on","tyyd.","oma","F",7,1,2.58084595309704
"Kallio","00510","1-2h+k+kph","kt",38,1,220000,5744,1927,"on","tyyd.","oma","F",8,8,2.58084595309704
"Kallio","00510","1h+kk+kph","kt",21,1,103000,4791,1913,"ei","tyyd.","oma","E",6,1,2.58084595309704
"Alppila","00510","1h, kk, kph","kt",28,1,158000,5643,1928,"on","hyvä","oma","E",4,2,2.58084595309704
"Alppila","00510","1h,avok.,kph,vh","kt",27,1,175000,6481,1961,"ei","hyvä","oma","E",4,3,2.58084595309704
"Alppila","00510","1h + k + kph + wc","kt",32,1,160000,5000,1931,"on","tyyd.","oma","F",4,2,2.58084595309704
"Alppiharju","00510","1h+kk+kph+et","kt",26,1,189000,7269,1963,"on","hyvä","oma","F",9,5,2.58084595309704
"Alppiharju","00510","1h+kk+kph","kt",23,1,151000,6565,1951,"on","tyyd.","oma","G",6,4,2.58084595309704
"Alppiharju","00510","1h + k + kph","kt",25,1,170000,6615,1928,"ei","hyvä","oma","E",5,3,2.58084595309704
"Alppila","00510","2h, kk, kph, p","kt",36,2,195000,5417,1960,"on","tyyd.","oma","E",4,2,2.58084595309704
"Alppiharju","00510","2h+kk+kph+parveke","kt",41,2,248500,5988,1963,"on","hyvä","oma","D",9,7,2.58084595309704
"Kallio","00510","1-2h + alkovi +...","kt",53,2,258000,4804,1925,"on","tyyd.","oma","E",6,5,2.58084595309704
"Kallio","00510","2h+avok.+kph+p","kt",38,2,241000,6260,1970,"on","hyvä","oma","E",6,1,2.58084595309704
"Alppila","00510","2h+k+parveke","kt",53,2,260000,4860,1958,"on","tyyd.","oma","E",7,3,2.58084595309704
"Harju","00510","2h + k + kph + ...","kt",55,2,215000,3874,1961,"on","huono","oma","D",8,6,2.58084595309704
"Alppila","00510","2h+kk+kph+parv.","kt",42,2,277000,6595,1962,"on","hyvä","oma","C",8,6,2.58084595309704
"Kallio","00510","2h+avokeitti...","kt",41,2,210000,5060,1961,"on","tyyd.","oma","D",10,9,2.58084595309704
"Alppiharju","00510","2 h+kk+kph+parv.","kt",42,2,216000,5143,1962,"on","tyyd.","oma","C",8,3,2.58084595309704
"Kallio","00510","2h+kk+kph+vh+la...","kt",42,2,224000,5333,1961,"on","hyvä","oma","D",10,7,2.58084595309704
"Alppila","00510","2h, avok, 2*vh,...","kt",52,2,325000,6144,1928,"on","hyvä","oma","D",6,2,2.58084595309704
"Alppila","00510","2h + k + kph","kt",54,2,326102,6039,1927,"on","hyvä","oma","F",7,3,2.58084595309704
"Alppila","00510","2h + avok. + kph","kt",39,2,200000,5128,1942,"on","tyyd.","oma","D",4,3,2.58084595309704
"Harju","00510","2h+kk+kh","kt",48,2,225000,4688,1939,"on","hyvä","oma","E",4,3,2.58084595309704
"Alppiharju","00510","2h+k+kph+parv","kt",52,2,287000,5467,1962,"on","hyvä","oma","C",8,3,2.58084595309704
"Vallila","00510","2h+k+kph+p","kt",57,2,284000,4982,1950,"ei","hyvä","oma","E",4,2,2.58084595309704
"Alppiharju","00510","2h, avok, kph, ...","kt",42,2,218000,5190,1962,"on","tyyd.","oma","E",6,2,2.58084595309704
"Alppiharju","00510","2h+avok.+kph","kt",41,2,229000,5585,1939,"on","tyyd.","oma","F",7,5,2.58084595309704
"Alppila","00510","2h, keittiö...","kt",61,2,261000,4279,1969,"on","hyvä","oma","C",4,2,2.58084595309704
"Alppila","00510","2h, k, wc, kph","kt",45,2,239500,5322,1927,"on","huono","oma","D",6,5,2.58084595309704
"Alppila","00510","2h, k, kph, vh,...","kt",43,2,260000,5977,1969,"on","hyvä","oma","E",4,3,2.58084595309704
"Alppiharju","00510","3h+k+kph/wc+eri...","kt",67,3,351000,5239,1971,"on","hyvä","oma","E",6,4,2.58084595309704
"Alppila","00510","3h, k, kph, par...","kt",69,3,347000,5029,1962,"on","tyyd.","oma","E",8,6,2.58084595309704
"Alppiharju","00510","3h,k,erill.wc,vh","kt",69,3,337000,4884,1985,"on","tyyd.","oma","D",7,6,2.58084595309704
"Kallio","00510","3h,k,kph, parveke","kt",87,3,480000,5517,1951,"on","hyvä","oma","G",8,4,2.58084595309704
"Alppiharju","00510","3 h+k+kph+parveke","kt",69,3,380000,5507,1962,"on","hyvä","oma","E",8,8,2.58084595309704
"Vallila","00510","3h, avok, kph, p","kt",57,3,310000,5439,1950,"ei","hyvä","oma","E",4,2,2.58084595309704
"Alppila","00510","3h+avok+kph+parv.","kt",78,3,549000,7038,1931,"on","hyvä","oma","D",4,3,2.58084595309704
"Alppila","00510","3 h + k + kh + p","kt",58,3,305000,5214,1960,"on","tyyd.","oma","F",8,6,2.58084595309704
"Alppiharju","00510","3h, k, kph, et ...","kt",103,3,610000,5905,1925,"on","hyvä","oma","E",6,6,2.58084595309704
"Vallila","00510","3h, avok, vh, k...","kt",69,3,388000,5623,2012,"on","hyvä","vuokra","C",5,3,2.58084595309704
"Alppiharju","00510","3h+k+kph+vh+p","kt",65,3,300000,4580,1961,"on","hyvä","oma","G",9,1,2.58084595309704
"Alppila","00520","1h, kk, kph","kt",25,1,140000,5600,1947,"on","tyyd.","oma","D",5,1,6.00762066624377
"Alppila","00520","1h+k+kph","kt",38,1,210000,5526,1952,"ei","tyyd.","oma","D",5,2,6.00762066624377
"Alppila","00520","1h+avok+kph","kt",26,1,170000,6464,1938,"ei","hyvä","oma","F",4,2,6.00762066624377
"Pasila","00520","1h, kk, lasitet...","kt",25,1,113800,4552,1976,"on","huono","vuokra","F",7,5,6.00762066624377
"Konepaja","00520","2h, avok, kph, ...","kt",57,2,373000,6544,2015,"on","hyvä","oma","B",6,3,6.00762066624377
"Alppila","00520","2h, avok, vh, k...","kt",51,2,359000,7039,2011,"on","hyvä","oma","C",6,6,6.00762066624377
"Alppila","00520","2h,k,kph","kt",48,2,210000,4375,1938,"ei","tyyd.","oma","F",4,3,6.00762066624377
"Konepaja","00520","2h, avok, kph, ...","kt",48,2,338000,6969,2016,"on","hyvä","oma","C",7,3,6.00762066624377
"Vallila","00520","2h+k+kt+s","kt",48,2,340000,7083,2016,"on","hyvä","oma","C",5,4,6.00762066624377
"Itä-pasila","00520","2 h, k, kph, p ...","kt",55,2,140000,2523,1975,"on","tyyd.","vuokra","D",5,4,6.00762066624377
"Itä-pasila","00520","2 h, kk, kph, p...","kt",48,2,167970,3499,1977,"on","tyyd.","vuokra","C",8,2,6.00762066624377
"Vallila","00520","2h, avokeitti...","kt",59,2,385000,6525,2015,"on","hyvä","oma","E",6,5,6.00762066624377
"Pasila","00520","2h, avok, kph, ...","kt",45,2,300000,6667,2019,"on","hyvä","oma","C",12,5,6.00762066624377
"Vallila","00520","2h+kt+s, lasit....","kt",58,2,355000,6121,2013,"on","hyvä","oma","C",6,3,6.00762066624377
"Konepaja","00520","2h+avok+kph+s+l...","kt",48,2,335000,6907,2016,"on","hyvä","oma","C",6,5,6.00762066624377
"Pasila","00520","2h, kt, kph, vh...","kt",48,2,368000,7588,2020,"on","hyvä","oma","C",12,7,6.00762066624377
"Itä-pasila","00520","2 h, k, kh/wc, ...","kt",56,2,239000,4230,1977,"on","hyvä","vuokra","F",13,13,6.00762066624377
"Kumpula","00520","2h, k, kph, las...","kt",57,2,263458,4622,1988,"ei","tyyd.","vuokra","D",3,3,6.00762066624377
"Itä-pasila","00520","2h+kk","kt",48,2,199000,4103,1973,"on","tyyd.","vuokra","C",6,2,6.00762066624377
"Itä-pasila","00520","2h+k+et+vh+parv...","kt",55,2,155000,2793,1975,"on","huono","vuokra","D",5,5,6.00762066624377
"Pasila","00520","2h+k+kps/s+las....","kt",53,2,224000,4187,2004,"on","tyyd.","vuokra","F",9,7,6.00762066624377
"Konepaja","00520","2h, avok, kph, ...","kt",58,2,384500,6629,2013,"on","hyvä","oma","C",6,5,6.00762066624377
"Itä-pasila","00520","2h+kk+kph+et+pa...","kt",47,2,140000,2979,1976,"on","huono","vuokra","F",7,3,6.00762066624377
"Itä-pasila","00520","2h, kk, kph, la...","kt",48,2,185000,3854,1977,"on","tyyd.","vuokra","F",8,3,6.00762066624377
"Vallila","00520","3h, k, kph, s, p","kt",76,3,521000,6810,2013,"on","hyvä","oma","C",6,6,6.00762066624377
"Konepaja","00520","3h, avok, sauna...","kt",61,3,391000,6358,2013,"on","hyvä","oma","C",6,6,6.00762066624377
"Alppila","00520","3 h+k+kph+parveke","kt",61,3,331000,5426,1954,"ei","hyvä","oma","F",4,3,6.00762066624377
"Konepaja","00520","3h+kt+kh+parveke","kt",65,3,386000,5938,2014,"ei","hyvä","oma","D",7,1,6.00762066624377
"Itä-pasila","00520","3h+avok.+kph+et+p.","kt",68,3,313000,4569,1976,"on","tyyd.","vuokra","E",12,4,6.00762066624377
"Alppila","00520","3h, k, kph, par...","kt",71,3,339888,4754,1947,"on","tyyd.","oma","D",5,2,6.00762066624377
"Itä-pasila","00520","3 h, k, kph, wc...","kt",72,3,215000,2966,1977,"on","huono","vuokra","C",8,6,6.00762066624377
"Kumpula","00520","3h, k, kph, las...","kt",74,3,293055,3934,1988,"ei","hyvä","vuokra","D",3,2,6.00762066624377
"Konepaja","00520","3h+kt+s+las. pa...","kt",64,3,420000,6563,2009,"on","hyvä","oma","C",5,5,6.00762066624377
"Itä-pasila","00520","3h, k, kph, vh,...","kt",74,3,246500,3309,1975,"on","tyyd.","vuokra","D",5,2,6.00762066624377
"Pasila","00520","3h+k","kt",68,3,317000,4628,1976,"on","hyvä","vuokra","E",13,5,6.00762066624377
"Pasila","00520","3h, k, s, parv.","kt",71,3,175000,2448,1975,"on","tyyd.","vuokra","D",6,5,6.00762066624377
"Itä-pasila","00520","3h+k+kh+parv.","kt",74,3,279000,3770,1975,"on","hyvä","vuokra","C",7,3,6.00762066624377
"Vallila","00520","3h+avok.+kph+p","kt",64,3,374000,5844,2009,"on","hyvä","oma","C",6,1,6.00762066624377
"Alppilan","00520","3h, k, kph, sau...","kt",73,3,472000,6466,2008,"on","hyvä","oma","C",6,2,6.00762066624377
"Vallila","00520","3h, k, s, kph, ...","kt",81,3,514000,6307,2016,"on","hyvä","oma","C",5,1,6.00762066624377
"Konepaja","00520","4h, keittiö...","kt",91,4,633000,6956,2013,"on","hyvä","oma","C",6,5,6.00762066624377
"Konepaja","00520","5h, avok, kph, ...","kt",105,4,690000,6540,2016,"on","hyvä","oma","C",7,5,6.00762066624377
"Kumpula","00520","4 h, k, vh, ete...","kt",84,4,366500,4337,1987,"ei","hyvä","vuokra","F",3,2,6.00762066624377
"Kumpula","00520","4h+k+kph+erill....","kt",85,4,330000,3882,1988,"ei","hyvä","vuokra","D",3,2,6.00762066624377
"Pasila","00520","4h+k (Yj:n muka...","kt",72,4,250000,3448,1975,"on","tyyd.","vuokra","D",6,4,6.00762066624377
"Konepaja","00520","4h, k, kph, eri...","kt",102,4,635000,6225,2016,"on","hyvä","oma","C",7,2,6.00762066624377
"Konepaja","00520","5h, avok, kph, ...","kt",105,4,679000,6436,2016,"on","hyvä","oma","C",7,4,6.00762066624377
"Konepaja","00520","5h+k+kph+wc+sau...","kt",125,4,861000,6861,2009,"on","hyvä","oma","C",6,6,6.00762066624377
"Kallio","00530","1h, avok, kph","kt",38,1,171100,4503,1928,"on","tyyd.","oma","E",7,5,1.54590724430885
"Kallio","00530","1h, alkovi, kk,...","kt",30,1,175000,5738,1959,"on","tyyd.","oma","E",8,4,1.54590724430885
"Kallio","00530","1h+alk+k","kt",38,1,152000,4000,1938,"on","tyyd.","oma","E",6,2,1.54590724430885
"Kallio","00530","1h+kt+kph","kt",31,1,228000,7355,1909,"ei","hyvä","oma","D",5,5,1.54590724430885
"Kallio","00530","1h,kk,kph","kt",26,1,150000,5747,1926,"on","hyvä","oma","E",6,1,1.54590724430885
"Torkkelinmäki","00530","1h, alk, avok, kph","kt",34,1,210000,6176,1939,"on","hyvä","oma","E",6,6,1.54590724430885
"Kallio","00530","1h+avok+kph","kt",20,1,120500,6025,1909,"ei","tyyd.","oma","F",6,4,1.54590724430885
"Kallio","00530","1h, kt, WC","kt",22,1,133000,6045,1932,"on","hyvä","oma","E",7,1,1.54590724430885
"Kallio","00530","1h+kk","kt",27,1,173674,6432,1961,"on","hyvä","oma","F",7,7,1.54590724430885
"Kallio","00530","1-2h, avok, kph","kt",39,1,237000,5940,1928,"on","hyvä","oma","D",7,3,1.54590724430885
"Kallio","00530","1h, kk, kph","kt",29,1,156000,5288,1907,"on","hyvä","oma","F",6,4,1.54590724430885
"Kallio","00530","1h, k, kph","kt",41,1,229000,5585,1940,"on","hyvä","oma","F",6,3,1.54590724430885
"Kallio","00530","1 h, k, kph (1h...","kt",33,1,151000,4507,1963,"on","tyyd.","oma","D",6,6,1.54590724430885
"Kallio","00530","1h+avok+et+kph+wc","kt",31,1,225000,7143,1929,"on","hyvä","oma","D",6,2,1.54590724430885
"Kallio","00530","Tilava huone, i...","kt",49,1,285000,5769,1930,"on","hyvä","oma","F",7,6,1.54590724430885
"Kallio","00530","1 h+kk+parveke","kt",26,1,140000,5385,1962,"on","tyyd.","oma","F",8,6,1.54590724430885
"Kallio","00530","1h, alk, k, kh","kt",36,1,165000,4583,1939,"on","huono","oma","E",7,4,1.54590724430885
"Hakaniemi","00530","1h+kk+kph+wc+al...","kt",28,1,173500,6088,1938,"on","hyvä","oma","D",7,7,1.54590724430885
"Linjat","00530","1h+avok.+kph+p.","kt",29,1,180000,6207,1961,"on","tyyd.","oma","E",6,5,1.54590724430885
"Kallio","00530","1h, alk, avok, ...","kt",40,1,241000,6025,1928,"on","tyyd.","oma","F",6,4,1.54590724430885
"Kallio","00530","1h+alkovi+kk+kp...","kt",28,1,178000,6357,1962,"on","tyyd.","oma","D",8,3,1.54590724430885
"Kallio","00530","1h, avok ja kph","kt",29,1,177000,5980,1927,"on","hyvä","oma","D",7,6,1.54590724430885
"Merihaka","00530","1h, kk, kph, al...","kt",33,1,155000,4627,1974,"on","tyyd.","oma","E",14,6,1.54590724430885
"Kallio","00530","1h + kk + kph","kt",24,1,175000,7292,1963,"on","hyvä","oma","F",7,3,1.54590724430885
"Kallio","00530","1h, k, kph","kt",32,1,186000,5813,1927,"on","tyyd.","oma","F",6,1,1.54590724430885
"Kallio","00530","1h+kk+kph+r.parv.","kt",23,1,170000,7391,1957,"on","tyyd.","oma","E",4,4,1.54590724430885
"Kallio","00530","1h+kk+kph","kt",22,1,156000,6933,1907,"on","tyyd.","oma","F",6,2,1.54590724430885
"Kallio","00530","1h+k+kph+et","kt",38,1,160000,4211,1937,"on","tyyd.","oma","E",6,2,1.54590724430885
"Kallio","00530","1h, k, alkovi, kph","kt",44,1,256000,5818,1927,"on","hyvä","oma","F",6,2,1.54590724430885
"Kallio","00530","1h, k, et, kph","kt",44,1,245000,5568,1910,"ei","tyyd.","oma","E",4,2,1.54590724430885
"Alppiharju","00530","1h+kk+alkovi+kph","kt",24,1,135000,5510,1959,"on","tyyd.","oma","G",6,4,1.54590724430885
"Torkkelinmäki","00530","1h+kk+kph","kt",29,1,191000,6541,1927,"on","tyyd.","oma","D",7,5,1.54590724430885
"Kallio","00530","1h, kk, kph","kt",29,1,185000,6379,1961,"on","hyvä","oma","D",7,6,1.54590724430885
"Torkkelinmäki","00530","1h, avok, kph","kt",39,1,199500,5115,1929,"ei","hyvä","oma","E",4,1,1.54590724430885
"Kallio","00530","1h, k, alkovi j...","kt",37,1,220000,5946,1935,"on","hyvä","oma","E",7,7,1.54590724430885
"Kallio","00530","1h, kk, kph, vh","kt",29,1,181000,6136,1961,"on","tyyd.","oma","E",7,2,1.54590724430885
"Kallio","00530","1h+kk+kph","kt",29,1,150000,5034,1926,"on","tyyd.","oma","F",6,2,1.54590724430885
"Kallio","00530","1h, kk, kph","kt",31,1,128000,4129,1962,"on","tyyd.","oma","E",6,2,1.54590724430885
"Kallio","00530","1h+avok+alkovi+...","kt",27,1,158000,5852,1939,"on","hyvä","oma","G",7,6,1.54590724430885
"Hakaniemi","00530","1h+kk","kt",29,1,159000,5483,1961,"on","tyyd.","oma","E",7,4,1.54590724430885
"Kallio","00530","1h, kk, alk, kp...","kt",29,1,190000,6552,1961,"on","hyvä","oma","E",7,7,1.54590724430885
"Kallio","00530","1h+k+alk+kph+halli","kt",56,1,237000,4232,1939,"on","tyyd.","oma","E",6,4,1.54590724430885
"Hakaniemi","00530","2h, avok, kph, ...","kt",62,2,375000,6000,1989,"on","hyvä","oma","F",8,4,1.54590724430885
"Kallio","00530","2h+et+k+kph+vh+...","kt",50,2,310000,6200,1958,"on","hyvä","oma","G",9,8,1.54590724430885
"Kallio","00530","2h, kk, kph, vh...","kt",41,2,195000,4699,1966,"on","tyyd.","oma","D",6,1,1.54590724430885
"Merihaka","00530","2h, avok, kph, ...","kt",41,2,191000,4602,1974,"on","tyyd.","oma","E",14,9,1.54590724430885
"Kallio","00530","2h+avok+kph+par...","kt",41,2,285000,6867,1962,"on","hyvä","oma","F",8,7,1.54590724430885
"Kallio","00530","2h+k+kph+parveke","kt",45,2,234000,5200,1962,"on","tyyd.","oma","D",8,7,1.54590724430885
"Kallio","00530","2h+kk+alk+kph","kt",50,2,235000,4700,1939,"on","tyyd.","oma","F",6,6,1.54590724430885
"Kallio","00530","2h, avok, kph, ...","kt",46,2,221000,4753,1956,"on","hyvä","oma","E",6,6,1.54590724430885
"Merihaka","00530","2h,kk","kt",42,2,205000,4881,1974,"on","tyyd.","oma","E",14,6,1.54590724430885
"Kallio","00530","oh,mh,k,kph","kt",50,2,248634,4973,1940,"on","hyvä","oma","E",7,6,1.54590724430885
"Kallio","00530","2h, k, kph, las...","kt",49,2,287000,5857,1961,"on","hyvä","oma","E",7,3,1.54590724430885
"Kallio","00530","2h, k, halli, kph","kt",72,2,305000,4236,1940,"on","hyvä","oma","F",6,3,1.54590724430885
"Kallio","00530","1-2h, k, kph, a...","kt",46,2,230000,5000,1932,"on","hyvä","oma","D",3,1,1.54590724430885
"Hakaniemi","00530","2h, k, kph","kt",54,2,253000,4685,1939,"on","huono","oma","D",7,6,1.54590724430885
"Kallio","00530","2h, k, kph, vh","kt",43,2,237500,5460,1961,"on","hyvä","oma","C",3,2,1.54590724430885
"Kallio","00530","2h, k,kph, vh, ...","kt",57,2,312000,5474,1973,"on","hyvä","oma","D",5,4,1.54590724430885
"Kallio","00530","2h, k, kph, s, ...","kt",61,2,280000,4590,1986,"on","tyyd.","oma","D",7,7,1.54590724430885
"Hakaniemi","00530","1h, avok/oh, kp...","kt",35,2,232000,6629,1996,"on","hyvä","oma","G",8,7,1.54590724430885
"Kallio","00530","2h, avok, kph","kt",41,2,210000,5060,1938,"on","tyyd.","oma","F",7,4,1.54590724430885
"Kallio","00530","2h+k+kh, jossa wc","kt",50,2,275000,5500,1940,"on","hyvä","oma","E",7,4,1.54590724430885
"Kallio","00530","2h, avok, kph, et","kt",40,2,228000,5630,1960,"on","tyyd.","oma","F",8,3,1.54590724430885
"Hakaniemi","00530","2h, k, alkovi, kph","kt",57,2,340000,5965,1937,"on","tyyd.","oma","D",7,7,1.54590724430885
"Kallio","00530","2h, avok, vh ja...","kt",37,2,195000,5270,1961,"on","hyvä","oma","C",8,5,1.54590724430885
"Kallio","00530","2h, k, kph, 2 v...","kt",57,2,290000,5088,1973,"on","tyyd.","oma","D",6,6,1.54590724430885
"Kallio","00530","2h+kk+alkovi+kph","kt",52,2,229000,4404,1929,"on","tyyd.","oma","E",7,5,1.54590724430885
"Kallio","00530","2h, avok, kph, ...","kt",56,2,229389,4096,1972,"on","tyyd.","oma","F",6,1,1.54590724430885
"Kallio","00530","2h+avok+kph+et+...","kt",51,2,260000,5098,1962,"on","tyyd.","oma","G",7,3,1.54590724430885
"Hakaniemi","00530","2h, kk, kph","kt",44,2,275000,6180,1938,"on","tyyd.","oma","D",7,3,1.54590724430885
"Kallio","00530","2h+k+kph+p","kt",54,2,307500,5694,1957,"on","tyyd.","oma","E",7,2,1.54590724430885
"Kallio","00530","2h+k+kph+vh (yh...","kt",42,2,250000,5952,1938,"on","hyvä","oma","F",6,5,1.54590724430885
"Kallio","00530","2h+kk","kt",38,2,224000,5818,1962,"on","tyyd.","oma","F",7,2,1.54590724430885
"Kallio","00530","2h, avok, kph","kt",32,2,200700,6272,1938,"on","hyvä","oma","G",3,1,1.54590724430885
"Kallio","00530","2h, kk, kph","kt",34,2,187788,5523,1936,"on","tyyd.","oma","E",6,4,1.54590724430885
"Kallio","00530","2h+kk+sauna","kt",49,2,300000,6061,2008,"on","hyvä","vuokra","C",7,4,1.54590724430885
"Hakaniemi","00530","2h, k, kph, s, ...","kt",59,2,284000,4773,1985,"on","tyyd.","oma","D",7,2,1.54590724430885
"Kallio","00530","2h, k, kph, las...","kt",54,2,326300,5998,1960,"on","hyvä","oma","D",7,7,1.54590724430885
"Kallio","00530","2h+avokeitti...","kt",44,2,315000,7159,1910,"ei","hyvä","oma","F",3,3,1.54590724430885
"Kallio","00530","2 h, k, kh/wc (...","kt",50,2,200000,4000,1959,"on","tyyd.","oma","F",4,1,1.54590724430885
"Kallio","00530","2h+kk","kt",42,2,155000,3690,1962,"on","tyyd.","oma","E",8,3,1.54590724430885
"Kallio","00530","2h+k+kh+p","kt",42,2,260000,6190,1957,"on","hyvä","oma","E",7,2,1.54590724430885
"Kallio","00530","2h+kk+kph","kt",34,2,247000,7265,1939,"on","hyvä","oma","E",7,4,1.54590724430885
